t,pitch_hz,pitch_midi
61.88,299.3617804175721,62
61.89,303.8704814693443,63
61.9,306.65238775147844,63
61.91,321.8702352310194,64
61.92,329.84125461333326,64
61.93,332.24115914960504,64
61.94,332.06662134560884,64
61.95,331.3706726231826,64
61.96,330.6175985079842,64
61.97,329.93510266135786,64
61.98,329.4952693200369,64
61.99,328.60088116238984,64
62.0,328.33577491846984,64
62.01,328.59860386660915,64
62.02,328.55760109331754,64
62.03,328.9164110815404,64
62.04,329.48406607193743,64
62.05,329.50308940581004,64
62.06,329.58971889564054,64
62.07,329.95839719621904,64
62.08,329.9460346943111,64
62.09,329.69899647436773,64
62.1,329.50189005275735,64
62.11,329.1439411990233,64
62.12,328.3450845444328,64
62.13,327.46421818434754,64
62.14,326.88003915206684,64
62.15,326.4255543477681,64
62.16,325.806344893597,64
62.17,326.2108481494629,64
62.18,0.0,0
62.19,0.0,0
62.2,0.0,0
62.21,0.0,0
62.22,0.0,0
62.23,0.0,0
62.24,0.0,0
62.25,0.0,0
62.26,0.0,0
62.27,0.0,0
62.28,0.0,0
62.29,0.0,0
62.3,367.23277461676145,66
62.31,372.8978718129096,66
62.32,377.9550275702131,66
62.33,387.5012807393495,67
62.34,392.41760746675186,67
62.35,393.36358121642957,67
62.36,392.69257744174996,67
62.37,392.0556170549416,67
62.38,390.81787511425273,67
62.39,382.7803614780218,67
62.4,381.3520879429467,67
62.41,383.15051779261074,67
62.42,386.32983621497385,67
62.43,389.3136076405246,67
62.44,391.33700849762425,67
62.45,391.8991594846334,67
62.46,392.0809126772988,67
62.47,391.7584948801127,67
62.48,390.87629621488225,67
62.49,389.0852966141531,67
62.5,387.6436487237765,67
62.51,386.372595138183,67
62.52,386.63657242845113,67
62.53,389.89292091763673,67
62.54,391.7777058894543,67
62.55,391.7379824732561,67
62.56,391.1654285543486,67
62.57,390.69502030728205,67
62.58,390.3517129285738,67
62.59,390.4453894828434,67
62.6,390.92426369063423,67
62.61,391.45640550675824,67
62.62,392.0582264786344,67
62.63,392.8310787461018,67
62.64,393.5545659640486,67
62.65,394.1198109419352,67
62.66,393.74522190732455,67
62.67,392.951803614494,67
62.68,392.3143468761866,67
62.69,390.872476447237,67
62.7,389.3060398324109,67
62.71,388.7378098336223,67
62.72,389.18072879017484,67
62.73,390.49366188847466,67
62.74,391.8666104724542,67
62.75,393.20514313986723,67
62.76,394.3481768452062,67
62.77,394.8562329904941,67
62.78,394.1903038335915,67
62.79,393.23259127768137,67
62.8,392.4819085064445,67
62.81,391.3554708657764,67
62.82,390.10713218645395,67
62.83,389.4022515403582,67
62.84,389.43928339237783,67
62.85,390.35283707521256,67
62.86,391.39971718253435,67
62.87,392.3802977408919,67
62.88,393.6639979420185,67
62.89,394.7702174754914,67
62.9,394.6658071692552,67
62.91,393.63006284293465,67
62.92,392.613976748416,67
62.93,391.17852587793027,67
62.94,389.524058520331,67
62.95,387.8512812105128,67
62.96,384.57244106482784,67
62.97,379.35971718726495,66
62.98,374.7155859955315,66
62.99,371.6251775499643,66
63.0,369.34983749163587,66
63.01,388.093915386199,67
63.02,408.9166959442581,68
63.03,411.9137881303651,68
63.04,405.83349807908513,68
63.05,397.6673493821233,67
63.06,0.0,0
63.07,0.0,0
63.08,0.0,0
63.09,0.0,0
63.1,0.0,0
63.11,0.0,0
63.12,0.0,0
63.13,299.3344799255729,62
63.14,306.22650635529095,63
63.15,329.6945070519001,64
63.16,354.88148756336295,65
63.17,363.4751485243259,66
63.18,372.25025748626604,66
63.19,376.98645084257225,66
63.2,382.9495795246759,67
63.21,387.14808332293114,67
63.22,389.1664633691323,67
63.23,391.1966848304762,67
63.24,392.2765910188475,67
63.25,391.98112313242007,67
63.26,391.2495869736498,67
63.27,391.2310830656458,67
63.28,391.68593801307117,67
63.29,392.06489176609756,67
63.3,392.1789583919535,67
63.31,392.9163224489153,67
63.32,393.86629872826563,67
63.33,394.0290131840958,67
63.34,393.5247759385072,67
63.35,393.2801290680519,67
63.36,393.19975433486394,67
63.37,392.9328057816083,67
63.38,392.87966014255204,67
63.39,392.4774420070404,67
63.4,391.1808179522109,67
63.41,388.0056902841693,67
63.42,383.20166171453553,67
63.43,381.1385127960092,67
63.44,387.72274552561686,67
63.45,390.9626515336844,67
63.46,388.70676988539697,67
63.47,390.68534548907,67
63.48,391.2813949189096,67
63.49,390.8379754995333,67
63.5,391.7690306537804,67
63.51,393.5560783043018,67
63.52,400.8791734170876,67
63.53,423.13659756011737,68
63.54,434.4458458874689,69
63.55,440.09777313527474,69
63.56,442.22384802955014,69
63.57,441.73080634265386,69
63.58,439.7926955395314,69
63.59,437.9356827435431,69
63.6,436.0061838672872,69
63.61,431.82178563621227,69
63.62,401.74388169194214,67
63.63,398.57376845099344,67
63.64,399.5545658539606,67
63.65,399.6684757526298,67
63.66,393.7647185390266,67
63.67,396.1664152844132,67
63.68,399.6096966589873,67
63.69,400.69652722775675,67
63.7,400.56703916584684,67
63.71,399.70777836053344,67
63.72,395.5394460870876,67
63.73,395.0422320513426,67
63.74,393.47385701812567,67
63.75,386.38818052108536,67
63.76,386.70262287441477,67
63.77,392.84260335417235,67
63.78,394.46054296584106,67
63.79,392.248657689327,67
63.8,389.7567975382875,67
63.81,388.65257522569124,67
63.82,389.654233367931,67
63.83,392.09125301394545,67
63.84,394.82471683507384,67
63.85,397.10214743241767,67
63.86,400.570261348543,67
63.87,409.82116489674326,68
63.88,423.60389046900167,68
63.89,431.79588305221324,69
63.9,434.8667877041223,69
63.91,435.06561630796,69
63.92,432.71855338156496,69
63.93,425.8157473536224,68
63.94,409.01340645497766,68
63.95,394.12084563727177,67
63.96,385.7902853356261,67
63.97,376.3528936966767,66
63.98,369.6438374992081,66
63.99,368.35110391953066,66
64.0,368.8535027117412,66
64.01,369.53891731996237,66
64.02,369.80939171321927,66
64.03,369.8599133855105,66
64.04,370.39759539132365,66
64.05,370.93542136050655,66
64.06,371.1740377191822,66
64.07,370.9622333134196,66
64.08,370.2601882842243,66
64.09,369.918820479647,66
64.1,370.5129062859647,66
64.11,371.79179960590744,66
64.12,372.8936272596358,66
64.13,372.9706913779572,66
64.14,372.85064899139445,66
64.15,371.80945423659335,66
64.16,369.7449781685373,66
64.17,369.85377455163103,66
64.18,370.58801083458866,66
64.19,370.7646741358558,66
64.2,370.63758959744246,66
64.21,370.1927350112803,66
64.22,369.85899409397376,66
64.23,370.0305707384334,66
64.24,371.11527696979556,66
64.25,372.7928911791136,66
64.26,373.8777486468775,66
64.27,384.2414138434176,67
64.28,400.17416379350726,67
64.29,407.7236924625772,68
64.3,406.2649443334392,68
64.31,401.3859161527871,67
64.32,388.7432125820832,67
64.33,378.7932793294547,66
64.34,376.0239884082782,66
64.35,375.5299211988332,66
64.36,376.32562663267953,66
64.37,366.4795811112625,66
64.38,366.33188439898595,66
64.39,365.53244028307086,66
64.4,367.9871100442928,66
64.41,369.1846180245052,66
64.42,369.9286924277348,66
64.43,371.00793163948117,66
64.44,372.13369139444353,66
64.45,372.8210911320949,66
64.46,368.5842451731015,66
64.47,363.3391395317384,66
64.48,371.29558056187926,66
64.49,373.095591384362,66
64.5,371.6477991124723,66
64.51,371.5122195375219,66
64.52,0.0,0
64.53,0.0,0
64.54,0.0,0
64.55,0.0,0
64.56,385.30011613633684,67
64.57,373.8199011740857,66
64.58,363.5269035540154,66
64.59,368.94678876495647,66
64.6,372.7684200800651,66
64.61,371.76950863830933,66
64.62,370.44230380794323,66
64.63,370.08390960847606,66
64.64,370.1602547988318,66
64.65,369.7974177944276,66
64.66,368.7688488250062,66
64.67,367.7743509422675,66
64.68,367.8842607500637,66
64.69,368.51866923125647,66
64.7,368.9153614729397,66
64.71,368.70070995992336,66
64.72,368.02479215622805,66
64.73,367.29320746882854,66
64.74,366.8420551256562,66
64.75,365.89550440607053,66
64.76,362.2055028989872,66
64.77,353.4403558425706,65
64.78,341.22884962494334,65
64.79,334.40138358330125,64
64.8,331.36940508936834,64
64.81,330.079696983383,64
64.82,329.94798707204546,64
64.83,330.20635396835826,64
64.84,329.7630110423527,64
64.85,329.0870695533742,64
64.86,328.3618806445835,64
64.87,327.8997697787209,64
64.88,327.20009620176904,64
64.89,326.0411645636325,64
64.9,0.0,0
64.91,0.0,0
64.92,0.0,0
64.93,0.0,0
64.94,0.0,0
64.95,0.0,0
64.96,0.0,0
64.97,0.0,0
64.98,0.0,0
64.99,0.0,0
65.0,0.0,0
65.01,0.0,0
65.02,338.65478863267725,64
65.03,339.8868084638123,65
65.04,341.01900985977113,65
65.05,337.89663617875243,64
65.06,331.9525460528687,64
65.07,328.38419074509926,64
65.08,326.765910601805,64
65.09,326.16339009794984,64
65.1,326.35594777886433,64
65.11,327.26242359621835,64
65.12,328.1169910003719,64
65.13,329.0289222688259,64
65.14,330.50254896549063,64
65.15,331.6053170321744,64
65.16,331.88534669374536,64
65.17,331.3279500131322,64
65.18,330.08048427544037,64
65.19,328.3934504002595,64
65.2,327.3995854283638,64
65.21,327.3044772817475,64
65.22,327.83211622810035,64
65.23,328.37487997450785,64
65.24,329.1453843352331,64
65.25,330.6264467303847,64
65.26,331.2819696997503,64
65.27,331.0475197100284,64
65.28,330.5589687849772,64
65.29,330.2653159267622,64
65.3,330.10947113062815,64
65.31,329.44850708531084,64
65.32,328.3594885571418,64
65.33,327.4146876311325,64
65.34,326.82714375361957,64
65.35,325.51817258531116,64
65.36,320.3551738016804,64
65.37,311.6896814764104,63
65.38,298.5597218363205,62
65.39,284.9229405837026,61
65.4,281.0121205906949,61
65.41,283.5108479352816,61
65.42,289.99693686929993,62
65.43,296.84471823481573,62
65.44,303.5663001005283,63
65.45,309.82419937485963,63
65.46,319.15329110433413,63
65.47,328.3157042477327,64
65.48,330.680065361452,64
65.49,331.1777990563875,64
65.5,330.96510549439415,64
65.51,330.65113407727154,64
65.52,330.41739001360577,64
65.53,330.14552172116316,64
65.54,329.7704896364097,64
65.55,329.50176639665005,64
65.56,329.36388567979463,64
65.57,329.412657347975,64
65.58,329.88700089434,64
65.59,330.5370507508134,64
65.6,330.90931330044816,64
65.61,331.5529521600871,64
65.62,332.23943480333634,64
65.63,334.5866493270015,64
65.64,342.9543810178028,65
65.65,358.88090237957056,65
65.66,369.0615593163166,66
65.67,371.8538218977798,66
65.68,372.7890085899836,66
65.69,370.7333644442574,66
65.7,362.14305884797716,66
65.71,341.40489706288366,65
65.72,330.93978287982844,64
65.73,329.13964388106297,64
65.74,330.35192138574973,64
65.75,332.1218669204581,64
65.76,332.09041378607475,64
65.77,332.05519170752115,64
65.78,331.05852665071285,64
65.79,329.11755324250555,64
65.8,327.56712720275044,64
65.81,334.2965414188097,64
65.82,333.3987154070024,64
65.83,366.4116135870498,66
65.84,372.0127868929381,66
65.85,375.75139003406343,66
65.86,376.64822619279664,66
65.87,375.1796727556208,66
65.88,372.5757294597602,66
65.89,371.06123530208725,66
65.9,370.1196306424522,66
65.91,368.82556262753513,66
65.92,366.6743616632414,66
65.93,351.598517341935,65
65.94,332.5900164483333,64
65.95,323.48938431811973,64
65.96,318.2964325814242,63
65.97,0.0,0
65.98,0.0,0
65.99,0.0,0
66.0,0.0,0
66.01,0.0,0
66.02,0.0,0
66.03,0.0,0
66.04,0.0,0
66.05,0.0,0
66.06,0.0,0
66.07,329.9141693166394,64
66.08,325.7667811968301,64
66.09,328.04627142918315,64
66.1,329.72214038607706,64
66.11,329.834765864778,64
66.12,329.0831153797795,64
66.13,328.21212058324267,64
66.14,327.31296342388066,64
66.15,321.57961164861297,64
66.16,287.20967273104645,62
66.17,0.0,0
66.18,0.0,0
66.19,0.0,0
66.2,0.0,0
66.21,0.0,0
66.22,0.0,0
66.23,0.0,0
66.24,0.0,0
66.25,0.0,0
66.26,291.42125721390806,62
66.27,292.89577822301163,62
66.28,291.5255045873453,62
66.29,290.5235810227139,62
66.3,290.77111856749065,62
66.31,291.9511480787972,62
66.32,293.1999903023081,62
66.33,293.8267070404263,62
66.34,293.9568104491507,62
66.35,293.73422586170244,62
66.36,293.2923811287224,62
66.37,292.9032758385796,62
66.38,292.6035714096986,62
66.39,292.1025007461124,62
66.4,291.21139350546264,62
66.41,288.56832069919557,62
66.42,281.80753904945885,61
66.43,275.9695019586651,61
66.44,273.3934559277524,61
66.45,271.09904453570306,61
66.46,267.9497733874458,60
66.47,260.27195999534814,60
66.48,251.20216011243627,59
66.49,246.69425151444938,59
66.5,246.05108842950148,59
66.51,246.34151357693722,59
66.52,247.0532592364298,59
66.53,247.88584577721036,59
66.54,248.44493516036962,59
66.55,248.34240108280656,59
66.56,247.7918150115604,59
66.57,247.40387022993283,59
66.58,247.05971197321134,59
66.59,246.4980621815859,59
66.6,245.7580870326579,59
66.61,244.95421747293577,59
66.62,243.77060627007472,59
66.63,243.1565390353619,59
66.64,244.00759309550648,59
66.65,246.70438397250425,59
66.66,250.6309757285507,59
66.67,256.05905230488196,60
66.68,264.6712934960687,60
66.69,277.97096162004476,61
66.7,285.0035353787753,61
66.71,290.18768339358047,62
66.72,292.9818367406758,62
66.73,293.6672600435707,62
66.74,293.9115691381263,62
66.75,293.736793214208,62
66.76,293.42926726423303,62
66.77,293.70817383472945,62
66.78,294.45703349552923,62
66.79,295.5003380578344,62
66.8,296.69645989681885,62
66.81,297.8406636136039,62
66.82,299.0354030888948,62
66.83,300.7598648550127,62
66.84,300.9533016254281,62
66.85,294.65317439199936,62
66.86,292.8389734641171,62
66.87,290.7097163767884,62
66.88,289.51696512700704,62
66.89,289.6622925203691,62
66.9,290.4671246468694,62
66.91,291.2839026332347,62
66.92,292.4194749129035,62
66.93,293.60384007155494,62
66.94,293.82848304378405,62
66.95,293.9711593254437,62
66.96,294.108230576944,62
66.97,294.01087880944124,62
66.98,293.87827996649065,62
66.99,293.85667380798395,62
67.0,293.73674842019585,62
67.01,293.18440748270325,62
67.02,291.96327149194803,62
67.03,291.19749028848855,62
67.04,290.34451679087226,62
67.05,287.85162079410674,62
67.06,284.7237493077888,61
67.07,283.2398034084885,61
67.08,283.8676620306982,61
67.09,287.37542207954914,62
67.1,290.8431491531258,62
67.11,293.20330532640514,62
67.12,294.0568089444005,62
67.13,294.1413536344756,62
67.14,293.6992784847699,62
67.15,292.7353801031373,62
67.16,291.60852945901934,62
67.17,290.0724769735435,62
67.18,286.69595168974587,62
67.19,281.74033765867773,61
67.2,279.6605625032106,61
67.21,279.54709132832585,61
67.22,281.2092356191787,61
67.23,284.9123051342049,61
67.24,289.20701616509757,62
67.25,292.18830515273794,62
67.26,293.53525079924316,62
67.27,293.74863075046954,62
67.28,293.3080613953614,62
67.29,291.6219375340004,62
67.3,289.973011347974,62
67.31,287.4939642905268,62
67.32,283.1439520909511,61
67.33,280.454985618802,61
67.34,279.296609719628,61
67.35,279.19086207574924,61
67.36,279.98286023466454,61
67.37,282.33436296445444,61
67.38,287.4288756431845,62
67.39,290.9496583380902,62
67.4,292.2840833327966,62
67.41,292.6085542031886,62
67.42,292.46579905611793,62
67.43,292.31458444308646,62
67.44,292.4327352778803,62
67.45,292.83282786478003,62
67.46,293.28546786107813,62
67.47,293.472341310562,62
67.48,293.39097458866,62
67.49,293.46912959495165,62
67.5,294.00955070525043,62
67.51,294.5689694971498,62
67.52,294.4489694342202,62
67.53,293.9289059292738,62
67.54,293.7562885265962,62
67.55,293.8796861026803,62
67.56,293.8124750745779,62
67.57,293.68008024284705,62
67.58,293.5903938422016,62
67.59,293.62877035447883,62
67.6,293.7361427897149,62
67.61,293.76343792960995,62
67.62,293.73287327865154,62
67.63,293.5860776086197,62
67.64,293.2819094890709,62
67.65,292.7590172268161,62
67.66,292.310301707108,62
67.67,292.1039786492196,62
67.68,292.0177006846847,62
67.69,292.128396421957,62
67.7,292.32964554301134,62
67.71,293.23029192930807,62
67.72,295.67061170176305,62
67.73,299.1621663867191,62
67.74,305.8408181698499,63
67.75,324.96729710891907,64
67.76,335.59974538394744,64
67.77,345.36829229754807,65
67.78,357.02399157369024,65
67.79,365.2047057745689,66
67.8,369.57422616837687,66
67.81,370.7302094109958,66
67.82,370.3067542786901,66
67.83,369.9255515537181,66
67.84,369.93854221830367,66
67.85,370.0053815662551,66
67.86,369.7698589060222,66
67.87,369.45889189029964,66
67.88,369.04803214850585,66
67.89,368.53903401103406,66
67.9,367.9481174318835,66
67.91,367.2196990886907,66
67.92,366.2152988495085,66
67.93,364.93839435168763,66
67.94,362.2248771286839,66
67.95,355.0284674169866,65
67.96,341.98312193686525,65
67.97,332.40622297547895,64
67.98,328.58055628720473,64
67.99,327.86658002407626,64
68.0,328.35511075504434,64
68.01,328.9433853826836,64
68.02,329.09717225973105,64
68.03,328.8263185781022,64
68.04,328.6515218336402,64
68.05,328.7851483943326,64
68.06,329.0873245374531,64
68.07,329.2289439822795,64
68.08,329.444968240523,64
68.09,329.5616676320928,64
68.1,330.0465584581611,64
68.11,330.7418515896025,64
68.12,331.2424514976886,64
68.13,331.93940982549515,64
68.14,332.9112189185868,64
68.15,334.94832630152797,64
68.16,340.21887189364605,65
68.17,351.62138679010957,65
68.18,363.65919236321787,66
68.19,371.2830415712436,66
68.2,373.24980983859956,66
68.21,372.9281325303276,66
68.22,371.63102086535855,66
68.23,370.72754455839225,66
68.24,369.8113754474536,66
68.25,368.72621666425437,66
68.26,368.12150018591575,66
68.27,368.02574109458476,66
68.28,368.1863389778137,66
68.29,368.62410526350243,66
68.3,369.1157901172487,66
68.31,369.3075852172971,66
68.32,369.5884073250136,66
68.33,370.485749191091,66
68.34,370.9777492410279,66
68.35,370.5291933759201,66
68.36,369.9508184485425,66
68.37,369.2869018176834,66
68.38,368.0887799473669,66
68.39,366.9120355104075,66
68.4,366.8398796955728,66
68.41,368.14716179758585,66
68.42,369.5673201866508,66
68.43,371.1960187816819,66
68.44,372.66367399991736,66
68.45,372.53475364733987,66
68.46,371.5341291502122,66
68.47,370.7403083410766,66
68.48,370.3155591291572,66
68.49,370.1897248700417,66
68.5,369.7965695241663,66
68.51,369.2181549527219,66
68.52,368.9717831836241,66
68.53,368.75557916712086,66
68.54,368.7517466486221,66
68.55,369.40000288468576,66
68.56,370.174427842675,66
68.57,370.46672479097583,66
68.58,370.229105330023,66
68.59,369.527777920606,66
68.6,368.5043466301102,66
68.61,367.388962644253,66
68.62,365.8248906860487,66
68.63,362.57668761839324,66
68.64,355.5870823248519,65
68.65,347.01089528414667,65
68.66,337.98176978488374,64
68.67,331.52794819089837,64
68.68,329.6491111984549,64
68.69,330.0720418532978,64
68.7,331.0839796827825,64
68.71,331.90311920438387,64
68.72,332.0410110016814,64
68.73,331.67015514626485,64
68.74,332.221520483222,64
68.75,338.244791507727,64
68.76,343.227911097959,65
68.77,335.27309847605744,64
68.78,324.04397433269423,64
68.79,317.76105564922426,63
68.8,313.41025210104885,63
68.81,312.3613130429429,63
68.82,306.47461320273726,63
68.83,301.9876846370314,62
68.84,0.0,0
68.85,0.0,0
68.86,0.0,0
68.87,0.0,0
68.88,0.0,0
68.89,142.9585998787536,50
68.9,142.7087553651003,50
68.91,143.0687502560948,50
68.92,143.43643486450623,50
68.93,143.48222458415114,50
68.94,135.44287016598858,49
68.95,135.96099403947326,49
68.96,0.0,0
68.97,256.5649885380139,60
68.98,255.68822091310682,60
68.99,253.74647866003139,59
69.0,249.74823791216144,59
69.01,249.18367493765243,59
69.02,247.9488229422068,59
69.03,245.46638120664238,59
69.04,243.505931599798,59
69.05,242.09091333582083,59
69.06,240.7977039566423,59
69.07,238.40473202617014,58
69.08,236.22438761460012,58
69.09,235.43253563724318,58
69.1,234.65459716225058,58
69.11,233.70852371857714,58
69.12,0.0,0
69.13,0.0,0
69.14,0.0,0
69.15,0.0,0
69.16,0.0,0
69.17,122.5247095743973,47
69.18,122.35111578402912,47
69.19,122.32701230749176,47
69.2,122.70635969757456,47
69.21,123.37068114861414,47
69.22,123.37796931508089,47
69.23,123.22280372721424,47
69.24,123.22088308256012,47
69.25,123.01152370225265,47
69.26,123.67176044112618,47
69.27,123.70331341367702,47
69.28,124.69587902526278,47
69.29,0.0,0
69.3,0.0,0
69.31,0.0,0
69.32,0.0,0
69.33,0.0,0
69.34,0.0,0
69.35,0.0,0
69.36,0.0,0
69.37,0.0,0
69.38,0.0,0
69.39,0.0,0
69.4,0.0,0
69.41,243.83910836560577,59
69.42,243.71631689319813,59
69.43,245.2080684368784,59
69.44,245.9342206032341,59
69.45,245.32385618234056,59
69.46,245.49226486484193,59
69.47,246.15689685671876,59
69.48,247.03185229062333,59
69.49,247.72998988524634,59
69.5,247.5622590946428,59
69.51,246.4125563826982,59
69.52,245.94795101945857,59
69.53,124.87706145539472,47
69.54,125.0684711520337,47
69.55,125.34520783218356,47
69.56,125.69438216938487,47
69.57,125.99668656347033,47
69.58,127.0696456560322,47
69.59,128.12950432223408,48
69.6,128.57428593902134,48
69.61,129.04416513084047,48
69.62,130.5247049542071,48
69.63,139.93148236558423,49
69.64,141.95363412441128,49
69.65,143.58889095681718,50
69.66,143.66568914415683,50
69.67,144.05431906906355,50
69.68,145.143773637772,50
69.69,145.81729477485592,50
69.7,146.00450338226847,50
69.71,146.22774935665464,50
69.72,146.76189680136218,50
69.73,147.35619117087788,50
69.74,147.143884334583,50
69.75,146.70330203791562,50
69.76,146.5536192482223,50
69.77,146.67612411661085,50
69.78,146.45262526168196,50
69.79,145.96273812065766,50
69.8,145.6845831385357,50
69.81,145.8214282772044,50
69.82,145.8059073551512,50
69.83,145.65035133454487,50
69.84,145.23753969689471,50
69.85,145.24730522286305,50
69.86,145.6499433962851,50
69.87,146.12508643494786,50
69.88,146.7544003990836,50
69.89,147.00505576159327,50
69.9,147.03476199916068,50
69.91,146.97314557124625,50
69.92,146.8336623475415,50
69.93,146.67052145847995,50
69.94,0.0,0
69.95,362.9551007193444,66
69.96,365.4267340070493,66
69.97,367.81512194747825,66
69.98,368.9682800948684,66
69.99,369.243385214154,66
70.0,0.0,0
70.01,148.59494243531864,50
70.02,148.38704837142225,50
70.03,146.945355168662,50
70.04,146.7008915658726,50
70.05,146.66282271248645,50
70.06,147.3243142884362,50
70.07,147.86576949311717,50
70.08,146.6161798109963,50
70.09,145.89236606810266,50
70.1,145.71595401342987,50
70.11,145.50824329651505,50
70.12,145.34396490358142,50
70.13,145.36149814481112,50
70.14,145.6194056864449,50
70.15,145.94375797825282,50
70.16,146.30528531944745,50
70.17,146.35525676549022,50
70.18,146.16864132310903,50
70.19,146.35882476412806,50
70.2,146.5389865318654,50
70.21,146.20356790903074,50
70.22,145.51715207042628,50
70.23,145.36414351489034,50
70.24,145.5048420339959,50
70.25,146.2231195144324,50
70.26,146.66353727293563,50
70.27,146.70557035349574,50
70.28,146.7705041066424,50
70.29,146.96312164517565,50
70.3,147.08605654932612,50
70.31,0.0,0
70.32,0.0,0
70.33,0.0,0
70.34,0.0,0
70.35,0.0,0
70.36,0.0,0
70.37,0.0,0
70.38,0.0,0
70.39,0.0,0
70.4,0.0,0
70.41,302.0368845265843,62
70.42,296.3359295737906,62
70.43,295.64578210155236,62
70.44,295.57328133872176,62
70.45,293.20755698955844,62
70.46,289.60145966601266,62
70.47,288.8063399894788,62
70.48,289.94351773242596,62
70.49,292.10754690140266,62
70.5,292.17067953745914,62
70.51,291.68276610866974,62
70.52,292.18483613416856,62
70.53,292.4411766292838,62
70.54,292.1115030675071,62
70.55,291.30103415540316,62
70.56,290.0056797300584,62
70.57,143.51703912376885,50
70.58,144.52244204840937,50
70.59,145.3177550988257,50
70.6,145.42996535309908,50
70.61,145.52153857898432,50
70.62,146.4294772963966,50
70.63,146.85059490728702,50
70.64,146.7950908027225,50
70.65,146.60357227688638,50
70.66,146.36058620017045,50
70.67,146.33945020873063,50
70.68,146.51844590106978,50
70.69,146.5022922880755,50
70.7,146.25874839977132,50
70.71,145.89232807418546,50
70.72,144.6317149647437,50
70.73,143.90514272760925,50
70.74,144.70865714866693,50
70.75,0.0,0
70.76,0.0,0
70.77,0.0,0
70.78,0.0,0
70.79,0.0,0
70.8,0.0,0
70.81,0.0,0
70.82,0.0,0
70.83,292.92896982509296,62
70.84,295.92659013127616,62
70.85,296.2233238185161,62
70.86,294.7726320044826,62
70.87,293.0653460380608,62
70.88,292.63868296178146,62
70.89,292.4157507433106,62
70.9,291.9320108982935,62
70.91,291.9025038178423,62
70.92,292.01609776288535,62
70.93,292.5236400251871,62
70.94,293.3455435728229,62
70.95,293.80209025343737,62
70.96,293.89630273514933,62
70.97,146.73116673317463,50
70.98,146.39127821714894,50
70.99,146.36795694185952,50
71.0,146.32775750981824,50
71.01,146.1623393731742,50
71.02,144.8754100066336,50
71.03,144.90674278986177,50
71.04,144.90167992417534,50
71.05,144.8909337303095,50
71.06,146.33610774862927,50
71.07,146.5080769139287,50
71.08,146.63961373449692,50
71.09,146.75484555645497,50
71.1,146.80050781981902,50
71.11,146.77106381859238,50
71.12,146.6945671394414,50
71.13,146.6319727972448,50
71.14,146.71563629557943,50
71.15,146.8225258909842,50
71.16,146.83394894990144,50
71.17,146.8274643986073,50
71.18,146.83972783380744,50
71.19,146.86265532094328,50
71.2,146.88386677543878,50
71.21,146.6642957418411,50
71.22,146.32413235788235,50
71.23,146.2445397753876,50
71.24,146.29435587828948,50
71.25,0.0,0
71.26,331.5651734179225,64
71.27,334.607655474316,64
71.28,343.9763456247841,65
71.29,345.54002109101475,65
71.3,344.31386273988375,65
71.31,339.2645305966413,64
71.32,335.2416822719065,64
71.33,333.2925655121652,64
71.34,332.1490227498552,64
71.35,329.4381731071119,64
71.36,333.723696457805,64
71.37,339.0860102701395,64
71.38,341.1538216298558,65
71.39,347.1628073067986,65
71.4,357.10392564407715,65
71.41,358.3910353042952,65
71.42,357.89975498805035,65
71.43,356.56209505758756,65
71.44,349.12276793912656,65
71.45,348.1412056182835,65
71.46,347.9450183709866,65
71.47,345.0252273635136,65
71.48,334.78268941701174,64
71.49,333.3984181718157,64
71.5,331.3937780988394,64
71.51,330.19083709277993,64
71.52,329.5927030916412,64
71.53,329.5030654407634,64
71.54,329.50418474236045,64
71.55,329.0935043885374,64
71.56,328.8310974557535,64
71.57,329.0571315660477,64
71.58,329.3709021358721,64
71.59,329.4890458822705,64
71.6,329.43843317284137,64
71.61,329.4319190908831,64
71.62,329.5108708430468,64
71.63,329.3013735965501,64
71.64,329.0239309779914,64
71.65,328.92151636471476,64
71.66,328.98909026355403,64
71.67,328.9160102260262,64
71.68,328.9685399446937,64
71.69,329.1455292431201,64
71.7,328.94114367264206,64
71.71,328.96195188589246,64
71.72,329.14202224843615,64
71.73,329.0370416548807,64
71.74,328.93681785074364,64
71.75,329.0446695656682,64
71.76,329.13050658288137,64
71.77,329.0310873184647,64
71.78,328.9714732464445,64
71.79,328.8409362894699,64
71.8,328.57264837438584,64
71.81,328.0879730655203,64
71.82,327.5665782400578,64
71.83,327.10981032444886,64
71.84,326.53048575111956,64
71.85,323.80178713152213,64
71.86,321.3220919134017,64
71.87,316.1768356384503,63
71.88,307.8607588736507,63
71.89,300.6407624022915,62
71.9,297.6997098467116,62
71.91,296.43064226583436,62
71.92,295.0171321584319,62
71.93,293.7920342969295,62
71.94,293.72979020649393,62
71.95,293.33682677191723,62
71.96,292.9702476978404,62
71.97,293.3623038751796,62
71.98,295.14551346140377,62
71.99,332.7424104456517,64
72.0,332.88756564159746,64
72.01,332.5962082851622,64
72.02,331.65495359658945,64
72.03,328.6264890053758,64
72.04,320.1086551373484,63
72.05,318.9086913173744,63
72.06,319.8688093262317,63
72.07,328.6605495974767,64
72.08,328.7770545194026,64
72.09,297.49486327188384,62
72.1,294.68015874965425,62
72.11,294.8591282063647,62
72.12,293.95299306094194,62
72.13,293.6972590007263,62
72.14,292.9655410808824,62
72.15,291.76170061106126,62
72.16,290.28584264404697,62
72.17,289.1303961465735,62
